Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
233,KFGL        ,45.9506944444444,-112.512305555556,88.1,0.01,-166.0,MT ,OLD FASHION BAPTIST CHURCH OF BUTTE                                         
234,K201FG,48.1991944444444,-104.5255,88.1,0.01,145.6,MT ,CSN INTERNATIONAL                                                           
235,KGVA        ,48.1883055555556,-108.710694444444,88.1,0.01,243.0,MT ,AANIIIH NAKODA COLLEGE                                                      
236,K201IN,46.2688055555556,-114.176472222222,88.1,0.01,0.0,MT ,CSN INTERNATIONAL                                                           
237,K201EY,48.1760555555556,-114.350138888889,88.1,0.01,0.0,MT ,CSN INTERNATIONAL                                                           
238,KXEM        ,46.2507777777778,-108.484277777778,88.1,0.01,142.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
239,K201CO,48.5035833333333,-111.866944444444,88.1,0.01,38.3,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
240,KIYO        ,48.6688333333333,-113.386305555556,88.1,0.01,427.0,MT ,BLACKFEET TRIBE                                                             
241,KTFZ        ,47.5408333333333,-115.318055555556,88.1,0.01,317.0,MT ,THE UNIVERSITY OF MONTANA                                                   
242,WCQS        ,35.5898055555556,-82.6737222222222,88.1,0.01,356.0,NC ,WESTERN NORTH CAROLINA PUBLIC RADIO                                         
243,WWFJ        ,34.9606388888889,-78.7693333333333,88.1,0.01,25.3,NC ,GRACE MISSIONARY BAPTIST CHURCH D/B/A GRACE CHRISTIAN SCHOOL                
244,WJYJ        ,35.72625,-81.1475833333333,88.1,0.01,77.0,NC ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
245,WGHW        ,34.0978611111111,-77.9714444444444,88.1,0.01,110.4,NC ,"PEACE BAPTIST CHURCH OF WILMINGTON, NC                                      "
246,DWOPR       ,36.4350277777778,-79.9284166666667,88.1,0.01,35.0,NC ,CHURCH PLANTERS OF AMERICA                                                  
248,W201DI,35.0098611111111,-80.5806111111111,88.1,0.01,0.0,NC ,GRACE CHRISTIAN SCHOOL                                                      
249,WMTG-LP     ,35.2190277777778,-80.0045,88.1,0.01,0.0,NC ,MOUNT GILEAD COMMUNITY CONCERTS ASSOCIATION                                 
250,WKNC-FM     ,35.7876388888889,-78.6702777777778,88.1,0.01,80.0,NC ,NORTH CAROLINA STATE UNIVERSITY                                             
251,WYTR        ,35.5598611111111,-79.6839166666667,88.1,0.01,53.0,NC ,TRUTH MEDIA INCORPORATED                                                    
252,WIID        ,35.5847972222222,-75.4619166666667,88.1,0.01,27.0,NC ,SEACOAST RADIO NETWORK CORP                                                 
253,WGML        ,35.4875,-77.0447222222222,88.1,0.01,149.0,NC ,"PATHWAY CHRISTIAN ACADEMY, INC.                                             "
254,K201FN,46.9188888888889,-102.730194444444,88.1,0.01,175.2,ND ,CSN INTERNATIONAL                                                           
256,KPPP-LP     ,46.8744166666667,-96.7845277777778,88.1,0.01,0.0,ND ,THE PEOPLES PRESS PROJECT                                                   
257,KJKR        ,46.91025,-98.7081388888889,88.1,0.01,1.0,ND ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
258,KFLK        ,48.2155555555556,-101.318611111111,88.1,0.01,133.0,ND ,CALVARY CHAPEL MINOT                                                        
259,K209FS,41.4541666666667,-97.4058333333333,88.1,0.01,30.0,NE ,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION                          
260,KCFD        ,42.6848055555556,-103.414833333333,88.1,0.01,-63.0,NE ,SOUTHERN CULTURAL FOUNDATION                                                
261,KCNT        ,40.5785555555556,-98.3309166666667,88.1,0.01,56.0,NE ,CENTRAL COMMUNITY COLLEGE                                                   
262,KJYS        ,40.2127777777778,-100.6525,88.1,0.01,66.0,NE ,"TRI-STATE BROADCASTING ASSOCIATION, INC                                     "
263,KFHC        ,42.4633333333333,-96.6175,88.1,0.01,127.2,NE ,ST. GABRIEL COMMUNICATIONS LTD.                                             
264,KMLV        ,41.3111111111111,-96.02725,88.1,0.01,390.0,NE ,EDUCATIONAL MEDIA FOUNDATION                                                
265,KEJS        ,41.4983055555556,-99.4211388888889,88.1,0.01,119.0,NE ,"VSS CATHOLIC COMMUNICATIONS, INC.                                           "
266,WYGG        ,40.21733333333329,-74.0101111111111,88.1,0.01,39.0,NJ ,"MINORITY BUSINESS & HOUSING DEVELOPMENT, INC                                "
267,WZBL        ,39.7509444444444,-74.1192777777778,88.1,0.01,13.0,NJ ,CALVARY CHAPEL OF MARLTON                                                   
268,WTHA        ,39.7281666666667,-74.8437777777778,88.1,0.01,287.0,NJ ,BUX-MONT EDUCATIONAL RADIO ASSOCIATION                                      
269,WJPG        ,39.1298333333333,-74.7879444444445,88.1,0.01,129.0,NJ ,"MARANATHA MINISTRIES/JOY COMMUNICATIONS, INC.                               "
270,WDNJ        ,40.9403888888889,-74.6129444444444,88.1,0.01,118.0,NJ ,"YOUNGSHINE MEDIA, INC.                                                      "
271,WNJT-FM     ,40.2828888888889,-74.686,88.1,0.01,210.0,NJ ,NEW YORK PUBLIC RADIO                                                       
272,KCCO        ,36.4580555555556,-103.188333333333,88.1,0.01,75.0,NM ,KLMX EDUCATIONAL FOUNDATION                                                 
273,KYHA        ,34.4388888888889,-103.211111111111,88.1,0.01,62.0,NM ,"BIBLE BROADCASTING NETWORK, INC.                                            "
274,KENE        ,36.6830833333333,-104.414416666667,88.1,0.01,431.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
275,KUSW        ,36.6711111111111,-108.232305555556,88.1,0.01,202.0,NM ,"KUTE, INC.                                                                  "
276,KGGA        ,35.5408611111111,-108.743972222222,88.1,0.01,5.0,NM ,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM                           "
277,KIDS        ,35.1191944444444,-107.901166666667,88.1,0.01,49.5,NM ,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM                           "
278,KQTO        ,32.862,-108.241694444444,88.1,0.01,0.0,NM ,"RADIO BILINGUE, INC.                                                        "
279,K201CC,32.2606388888889,-106.767222222222,88.1,0.01,-19.1,NM ,"CALVARY ALBUQUERQUE, INC.                                                   "
280,KENP        ,35.6330833333333,-105.236944444444,88.1,0.01,-2.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
281,K201IW,35.6036388888889,-105.258888888889,88.1,0.01,0.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
282,KOFJ        ,35.0422944444444,-108.313333333333,88.1,0.01,105.0,NM ,PEOPLE TO PEOPLE                                                            
283,KNHO        ,33.3933888888889,-104.624583333333,88.1,0.01,42.0,NM ,"AMERICAN CHRISTIAN RADIO, INC.                                              "
284,KNMA        ,32.8298055555556,-105.886638888889,88.1,0.01,487.2,NM ,CSN INTERNATIONAL                                                           
285,KTQQ        ,40.7001944444445,-115.902833333333,88.1,0.01,552.0,NV ,RADIO 74 INTERNATIONALE
286,KCEP        ,36.0085833333333,-115.006916666667,88.1,0.01,364.0,NV ,ECONOMIC OPPORTUNITY BOARD OF CLARK COUNTY                                  
287,K201HX,36.8180555555556,-114.062138888889,88.1,0.01,0.0,NV ,NEVADA PUBLIC RADIO                                                         
288,K201HO,39.2162777777778,-119.791555555556,88.1,0.01,0.0,NV ,"YOUR CHRISTIAN COMPANION NETWORK, INC.                                      "
289,K201BF,37.2999166666667,-117.259222222222,88.1,0.01,0.0,NV ,NEVADA PUBLIC RADIO                                                         
290,K201FF,41.0085,-117.770388888889,88.1,0.01,655.9,NV ,CSN INTERNATIONAL                                                           
291,WLHV        ,42.0986944444445,-73.7301111111111,88.1,0.01,116.2,NY ,"TRI-STATE PUBLIC COMMUNICATIONS, INC.                                       "
293,WXBA        ,40.7720277777778,-73.2548333333333,88.1,0.01,29.0,NY ,BRENTWOOD UNION FREE SCHOOL DISTRICT                                        
294,WCWP        ,40.81675,-73.5965,88.1,0.01,58.0,NY ,LONG ISLAND UNIVERSITY                                                      
295,W201BE,42.93225,-78.7850277777778,88.1,0.01,0.0,NY ,"PRIORITY RADIO, INC.                                                        "
296,WSLZ        ,44.11616666666671,-76.3388333333333,88.1,0.01,92.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
297,WVVC-FM     ,43.10258333333329,-74.9404444444445,88.1,0.01,206.0,NY ,NORTHEAST GOSPEL BROADCASTING INC.                                          
298,WMTQ        ,42.1061111111111,-76.8711111111111,88.1,0.01,372.0,NY ,HOLY FAMILY COMMUNICATIONS                                                  
299,WSQN        ,42.437,-75.5135,88.1,0.01,182.0,NY ,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      
300,W201CD,42.4458888888889,-76.5371388888889,88.1,0.01,0.0,NY ,"ITHACA COMMUNITY RADIO, INC.                                                "
302,WUBJ        ,42.1797777777778,-79.3411666666667,88.1,0.01,152.0,NY ,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION                            
303,WGWR        ,41.8011666666667,-74.7843055555556,88.1,0.01,246.0,NY ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
304,WJZZ        ,41.4771388888889,-74.2689722222222,88.1,0.01,35.0,NY ,"HUDSON VALLEY PUBLIC RADIO, INC.                                            "
306,WXLU        ,44.573638888888894,-73.6743055555556,88.1,0.01,341.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
307,W201DQ,43.0375833333333,-75.1954444444445,88.1,0.01,0.0,NY ,NORTHEAST GOSPEL BROADCASTING INC                                           
308,WARY        ,41.0703611111111,-73.7898333333333,88.1,0.01,123.0,NY ,WESTCHESTER COMMUNITY COLLEGE                                               
309,WKEL        ,43.070638888888894,-77.0926111111111,88.1,0.01,85.0,NY ,EDUCATIONAL MEDIA FOUNDATION                                                
310,WZIP        ,41.0829166666667,-81.6337777777778,88.1,0.01,250.0,OH ,THE UNIVERSITY OF AKRON                                                     
311,W201DP,41.8641944444444,-80.7848888888889,88.1,0.01,0.0,OH ,YOUNGSTOWN STATE UNIVERSITY                                                 
312,WBGU        ,41.3716666666667,-83.6415,88.1,0.01,42.0,OH ,BOWLING GREEN STATE UNIVERSITY                                              
313,WYFY        ,40.0270277777778,-81.5523333333333,88.1,0.01,44.0,OH ,"BIBLE BROADCASTING NETWORK, INC.                                            "
314,WDPR        ,39.7211666666667,-84.2499444444445,88.1,0.01,238.0,OH ,"DAYTON PUBLIC RADIO, INC.                                                   "
316,WWGV        ,39.7211666666667,-83.14325,88.1,0.01,84.0,OH ,AMERICAN FAMILY ASSOCIATION                                                 
317,WYSB        ,40.842,-83.1222777777778,88.1,0.01,83.0,OH ,"SIDE BY SIDE, INC.                                                          "
318,WHRQ        ,41.3772222222222,-82.8144444444445,88.1,0.01,102.4,OH ,AVE MARIA COMMUNICATIONS                                                    
319,WBCJ        ,40.7114444444444,-84.3832777777778,88.1,0.01,143.0,OH ,"TAYLOR UNIVERSITY BROADCASTING, INC.                                        "
320,WFGU-LP     ,38.9833888888889,-83.6260277777778,88.1,0.01,0.0,OH ,HOPE RADIO OF WINCHESTER                                                    
321,KCCZ        ,36.7290555555556,-102.499027777778,88.1,0.01,21.0,OK ,KLMX EDUCATIONAL FOUNDATION                                                 
322,KTUA        ,36.1320277777778,-96.24,88.1,0.01,136.0,OK ,EDUCATIONAL MEDIA FOUNDATION                                                
323,KJDR        ,36.6741944444444,-101.469611111111,88.1,0.01,83.0,OK ,TOP O TEXAS EDUCATIONAL BROADCASTING FOUNDATION                             
324,K201IJ,36.8828333333333,-94.7963333333333,88.1,0.01,0.0,OK ,"DAVID INGLES MINISTRIES CHURCH, INC.                                        "
326,KMSI        ,35.2019444444445,-97.5886111111111,88.1,0.01,177.0,OK ,"DAVID INGLES MINISTRIES CHURCH, INC.                                        "
328,KKRI        ,35.2250833333333,-94.3013333333333,88.1,0.01,108.0,OK ,EDUCATIONAL MEDIA FOUNDATION                                                
329,KWOU        ,36.3753055555556,-99.4755555555556,88.1,0.01,224.1,OK ,THE UNIVERSITY OF OKLAHOMA                                                  
330,KDJC        ,45.12375,-117.781027777778,88.1,0.01,551.8,OR ,CSN INTERNATIONAL                                                           
331,KVZN        ,42.9586111111111,-124.274166666667,88.1,0.01,424.0,OR ,COOS COMMONS PROTECTION COUNCIL                                             
332,KLBR        ,44.0467777777778,-121.531694444444,88.1,0.01,259.0,OR ,LANE COMMUNITY COLLEGE                                                      
333,K201DV,41.9626111111111,-124.184527777778,88.1,0.01,197.5,OR ,CSN INTERNATIONAL                                                           
334,K201BK,43.1839722222222,-124.188416666667,88.1,0.01,0.0,OR ,SOUTHERN OREGON UNIVERSITY                                                  
335,KWVA        ,44.0817777777778,-123.110638888889,88.1,0.01,54.0,OR ,UNIVERSITY OF OREGON                                                        
337,KLFO        ,43.9570555555556,-124.075111111111,88.1,0.01,167.0,OR ,LANE COMMUNITY COLLEGE                                                      
338,KQOC        ,44.7562222222222,-124.049,88.1,0.01,317.0,OR ,"ALL CLASSICAL PUBLIC MEDIA, INC.                                            "
339,K201DI,42.4515,-123.297555555556,88.1,0.01,143.0,OR ,"THEDOVE MEDIA, INC.                                                         "
340,KGRI        ,44.482888888888894,-122.583138888889,88.1,0.01,770.0,OR ,EDUCATIONAL MEDIA FOUNDATION                                                
341,K201DH,45.6948333333333,-118.841083333333,88.1,0.01,64.0,OR ,CSN INTERNATIONAL                                                           
342,KMPQ        ,43.2059444444445,-123.365083333333,88.1,0.01,107.0,OR ,LANE COMMUNITY COLLEGE                                                      
343,KQHR        ,45.7217777777778,-121.438388888889,88.1,0.01,340.0,OR ,"ALL CLASSICAL PUBLIC MEDIA, INC.                                            "
